CONTEXT,ID,TEXT
bulletin:14A,"The Ministry of Justice has requested our support.

Daily bulletins will now contain a listing of the top 3 most wanted international criminals.

Check faces against entrants and detain suspects immediately.[PAGESNOTE]","司法部需要我们的协助。

每日公告将包含3名最危险的国际罪犯。

检查过境人员的面容并扣留可疑人员。[下一页]"
bulletin:16A,"The Ministry of Justice has appropriated the outer guard detail.

You are now responsible for controlling trespasser activity.

The provided key can be used to unlock the tranquilizer gun once an alarm has been raised.

Continued...[PAGESNOTE]","司法部已经制定了外巡警卫细则。

你现在负责控制入侵行为。

当警报响起时，给你的钥匙可用来解锁麻醉枪。

继续...[下一页]"
bulletin:16B,"__________________________
COMPENSATION

You will receive a bonus for stopping any trespasser. A smaller bonus is provided for firing on, but missing, your target.

__________________________
WEAPONS PROTOCOL

Review instructional diagram on following page.","__________________________
赔偿金

阻止入侵行为会让你获得奖金。如果你向目标开火但射偏了，奖金会降低。

__________________________
武器协议

在下面回顾图解教学。"
bulletin:18A,"Unfavorable international press has affected immigration protocol.

All denials must be accompanied by a REASON FOR DENIAL stamp.

A new computer inking system has been installed. Interrogate discrepancies to prime the REASON FOR DENIAL stamp.

Continued...","不利的国际压力影响了移民政策。

所有否决入境都必须盖上“否决的理由”章。

已经安装了一个新的电脑画图系统。询问不符合项来启动“否决的理由”章。

未完..."
bulletin:18B,"__________________________
DENIAL PROTOCOL

REASON FOR DENIAL stamp is activated on first interrogation.

When denying entry, stamp both DENIED and REASON FOR DENIAL on passport.

If applicant clarifies discrepancies sufficiently, approval is authorized even while REASON FOR DENIAL stamp remains available.","__________________________
否决协议

“否决的理由”章在首次询问后激活。

当否决入境时，要在护照上盖上“否决”和“否决的理由”章。

如果申请人的辩解足够有力，可以批准授权，而“否决的理由”章还是激活状态。"
bulletin:19A,"Impor rejects all imported goods from Arstotzka.

Under request from the Ministry of Trade, the Ministry of Admission will react to this violation.

Deny all travelers from Impor.","印玻否决所有从阿什托兹卡进口的物品。

根据外贸部的要求，入境管理部将会对如此侵权行为作出反应。

否决所有印玻人入境。"
bulletin:20A,"Impor has relented on their faulty policy.

Imporians are now permitted entry.

The divisional authority of East Grestin operations will visit again today.","印玻放缓了他们的错误政策。

现在准许印玻人入境。

东格莱斯丁政府人员今天将会再次来访。"
bulletin:21A,"A special program for political asylum has been established.

Those seeking asylum must carry a valid GRANT OF ASYLUM.

Entrants with such a grant do not require an ENTRY PERMIT or an ID SUPPLEMENT.","一项政治庇护的特别计划已经确定。

那些寻求庇护的人必须携带有效的“避难许可”。

有上述许可的过境人员无需“入境许可证”或“身份补充证明”。"
bulletin:23A,"Your position is important and your responsibilities are broad.

Follow all protocols strictly.","你的岗位非常重要，你的职责内容也非常广泛。

严格遵守所有规定。"
bulletin:24A,"Recent events have cast suspicion on the activities of Arstotzkan citizens in the ALTAN district.

The Ministry of Information has requested our cooperation.

A special drawer for confiscating documents has been installed in your booth.

Continued...","最近一系列活动的矛头都指向在奥坦区的阿什托兹卡市民。

情报部要求我们配合他们的工作。

一个用来没收文件的特殊的抽屉已经安装在你的检查站里。

未完..."
bulletin:24B,"The rulebook has been updated with information regarding confiscation policy.

Confiscate all Arstotzkan passports from residents living in ALTAN district.

Travelers may still be granted entry if passport is confiscated and no other rules are violated.

PASSPORT SEIZURE slips will be issued to allow entry or denial without a passport.","你的指南已经更新关于没收的政策。

没收所有生活在奥坦区阿什托兹卡人的护照。

被没收护照的旅行者如果没有其他不符规定的地方，依然准许进入。

“护照没收”将允许没有护照的情况下准许或否决进入。"
bulletin:25A,"United Federation citizens present a risk of spreading infectious disease.

Deny all entrants from United Federation.

Continue to confiscate Arstotzkan passports from residents living in ALTAN district.","世界联邦居民现在有传播传染病的风险。

否决所有来自世界联邦的新成员。

继续没收居住在奥坦地区居民的阿什托兹卡护照。
"
bulletin:26A,"The risk of disease is too great. A new protocol has been instituted.

All entrants must carry a valid CERTIFICATE OF VACCINATION with an up-to-date POLIO vaccine.

This requirement extends to natives, foreigners, diplomats, and asylum seekers.

Continued...","疾病风险太大了。已经建立了一个新的协议。

所有的入境者必须持有新的脊髓灰质炎疫苗的有效预防接种证书。

要求已经延伸至本国人、外国人、外交官和寻求避难者。

继续……"
bulletin:26B,"United Federation citizens are permitted entry with such certification.

Continue to confiscate Arstotzkan passports from residents living in ALTAN district.","允许具有此证书的世界联邦居民进入。

继续没收居住在奥坦地区居民的阿什托兹卡护照。
"
bulletin:27A,"In order to improve efficiency, the ENTRY PERMIT and ID SUPPLEMENT have been consolidated into a single ACCESS PERMIT.

Foreigners are now required to present a valid ACCESS PERMIT.

Continued...","为了提高效率，已将入境许可证和身份补充证明合并为一个访问许可证。

现在外国人需要具有一个有效的访问许可证。

继续……"
bulletin:27B,"Yesterday's coordinated attack has prompted an emergency meeting.

An important Kolechian negotiator will arrive today to discuss issues at this checkpoint.

Continue to confiscate Arstotzkan passports from residents living in ALTAN district.","昨天的协同攻击已经引起了一次紧急会议。

一名重要的科洛奇亚谈判家将于今天抵达并讨论有关该检查点的话题。

继续没收居住在奥坦地区居民的阿什托兹卡护照。"
bulletin:28A,"In response to continued attacks, the Ministry of Information is expanding the passport confiscation program.

Confiscate all Arstotzkan passports from native entrants.

There are no exceptions.

Do not confiscate foreign passports.","针对连续受到袭击的措施，情报部正在扩大护照没收范围。

没收所有本国公民的护照。没有例外。

外国护照不予没收。"
bulletin:29A,"[NOTICE] All government workers are subject to a thorough information audit. Involvement with unauthorized groups is grounds for immediate arrest.

Your audit is scheduled for: DECEMBER 24

DO NOT LEAVE YOUR DESIGNATED REGION.

Continued...","[注意]所有政府雇员都要进行一次彻底的信息审计。与未授权组织有所牵连就会成为立即逮捕的理由。

你审计的计划日期是：12月24日。

不要离开你的工作岗位。

继续……"
bulletin:29B,Continue to confiscate all Arstotzkan passports from native entrants.,继续没收本国公民的护照。
bulletin:30A,"[NOTICE] All government workers are subject to a thorough information audit. Involvement with unauthorized groups is grounds for immediate arrest.

Your audit is scheduled for: DECEMBER 24

DO NOT LEAVE YOUR DESIGNATED REGION.

Continued...","[注意]所有政府雇员都要经受一次彻底的信息审计。与未授权组织有所牵连就会成为立即逮捕的理由。

你的计划审计日期是：12月24日。

不要离开你的指定区域。

未完……"
bulletin:30B,Continue to confiscate all Arstotzkan passports from native entrants.,继续没收本国公民的护照。
bulletin:31A,"The Ministry of Admission is involved in discussions regarding the closure of this checkpoint.

Until a decision is made, maintain your duties as ordered.

Continued...","入境管理部被卷入一场关于关闭此检查站的讨论中。

直到做出决定为止，按命令完成你的职责。

继续……"
bulletin:31B,"You are scheduled for an information audit tomorrow morning.

DO NOT LEAVE YOUR DESIGNATED REGION.

Continue to confiscate all Arstotzkan passports from native entrants.","明早你将按计划进行一项信息审核。

不要离开你的工作岗位.

继续没收本国公民的护照."
facts,$paper: Invalid $fact,$paper:无效 $fact
facts,Missing $paper,缺失 $paper
facts,$0 DISTRICT,$0区
facts,Presence,出勤奖
facts,Sufficience,全勤奖
facts,Excellence,优秀奖
facts,Obristan,欧布里斯坦
facts,Antegria,安特格利亚
facts,Republia,雷帕布里亚
facts,UnitedFed,世界联邦
facts,Impor,印玻
facts,Kolechia,科洛奇亚
facts,Arstotzka,阿什托兹卡
facts,Skal,斯卡尔
facts,Lorndaz,罗恩达
facts,Mergerous,梅杰罗斯
facts,St. Marmero,圣玛梅洛
facts,Glorian,格洛里安
facts,Outer Grouse,外格罗斯
facts,True Glorian,真格洛里安
facts,Lesrenadi,雷斯恩纳迪
facts,Bostan,博斯坦
facts,Great Rapid,大雷丕德
facts,Shingleton,星雷顿
facts,Korista City,克里斯塔市
facts,Enkyo,圆居市
facts,Haihan,海汉市
facts,Tsunkeido,温村市
facts,Yurko City,宇本市
facts,Vedor,维多
facts,West Grestin,西格莱斯丁
facts,Orvech Vonor,奥维克翁多
facts,East Grestin,东格莱斯丁
facts,Paradizna,帕拉迪兹那
facts,Passport,护照
facts,Entry Ticket,通行劵
facts,Entry Permit,入境许可
facts,Work Pass,工作证
facts,Id Card,护照号码
facts,Id Supplement,身份补充证明
facts,Access Permit,访问许可
facts,Diplomatic Auth,外交许可证
facts,Asylum Grant,避难许可
facts,Vaccine Cert,检疫证明
facts,Identity Record,身份记录
facts,Fingerprints,指纹
facts,Name,姓名
facts,Id Number,护照号码
facts,Expiration Date,有效期
facts,Issuing City,居住市
facts,Birth Date,生日
facts,Alias,别名
facts,Height,身高
facts,Weight,体重
facts,Description,描述
facts,Thumbprint,指纹
facts,Date,日期
facts,Purpose,目的
facts,Duration,滞留时间
facts,Face,外貌
facts,District,地区
facts,Gender,性别
facts,Work End Date,工作结束日期
facts,Altan,奥坦
facts,Vescillo,维斯希罗
facts,Burnton,布尔顿
facts,Octovalis,奥克托瓦勒斯
facts,Gennistora,吉尼斯托拉
facts,Lendiforma,里恩迪弗玛
facts,Wozenfield,沃泽菲尔德
facts,Fardesto,法迪斯托
facts,DENTISTRY,牙医
facts,HEALTH-CARE,医疗人员
facts,GENERAL-LABOR,普通劳工
facts,ENGINEERING,工程师
facts,SPORTS,运动员
facts,ARCHITECTURE,建筑师
facts,FOOD-SERVICE,食品服务
facts,AVIATION,驾驶员
facts,ACCOUNTING,会计
facts,FISHING,渔业
facts,DRAFTING,制图师
facts,RESEARCH,研究人员
facts,FINE-ARTS,艺术家
facts,AGRICULTURE,农业
facts,MANUFACTURING,手工业者
facts,CONSTRUCTION,建筑工
facts,SURVEYING,测绘人员
facts,STATISTICS,统计工作
facts,POLIO,脊髓灰质炎
facts,HPV,人乳头状瘤
facts,COWPOX,牛痘
facts,TETANUS,破伤风
facts,YEL.FEV.,黄热病
facts,CHOLERA,霍乱
facts,RUBELLA,风疹
facts,HEP-B,乙型肝炎
facts,MEASLES,麻疹
facts,TUBERC.,肺结核
facts,2 DAYS,2天
facts,14 DAYS,14天
facts,1 MONTH,1个月
facts,2 MONTHS,2个月
facts,3 MONTHS,3个月
facts,6 MONTHS,6个月
facts,1 YEAR,1年
facts,FOREVER,永久
facts,visit,来访
facts,transit,通过
facts,work,工作
facts,immigrate,移民者
facts,Possible Smuggler Admitted,发现可疑走私者
facts,Missing documents,缺失文件
facts,Wanted criminal admitted,发现通缉犯
facts,Incorrect purpose response,入境目的错误
facts,Incorrect visit duration response,入境时间错误
facts,Passport: Non-matching photo,护照:照片不符
facts,Forged Entry Permit,伪造的入境许可证
facts,Forged Work Pass,伪造的工作证
facts,Id Card: Non-matching photo,身份证:照片不符
facts,Forged Access Permit,伪造的访问许可证
facts,No Diplomatic Access to Arstotzka,对阿什托兹卡无外交访问权
facts,Forged Diplomatic Auth,伪造的外交访问许可
facts,Forged Asylum Grant Seal,伪造的避难许可印章
facts,Necessary vaccine expired,必要疫苗接种过期
facts,Missing necessary vaccine,未接种必要疫苗
facts,Name does not match record,姓名与记录不符
facts,Alias does not match record,别名与记录不符
facts,Fingerprints do not match record,指纹与记录不符
facts,Cobrastan is not a real country,可布拉斯坦不是真实存在的国家
facts,No entry from Antegria,安特格利亚人不得通过
facts,No entry from Arstotzka,阿什托兹卡人不得通过
facts,No entry from Republia,雷帕布里亚人不得通过
facts,No entry from United Fed,世界联邦人不得通过
facts,No entry from Obristan,欧布里斯坦人不得通过
facts,No entry from Impor,印玻人不得通过
facts,No entry from Kolechia,科洛奇亚人不得通过
facts,Possible Terrorist Admitted,发现可疑恐怖分子
facts,Entrant Holds Conflicting Passports,过境人员拥有内容相悖的护照
facts,Entrant must have a passport,过境人员必须持有护照
facts,Foreigners require an entry permit,外国人需持入境许可证
facts,Foreigners require an entry ticket,外国人需持通行券
facts,All documents must be current,所有文件必须具有时效性
facts,Workers must have a work pass,有工作的人必须持工作证明
facts,Citizens must have an id card,市民必须持身份证
facts,Foreigners require an id supplement,外国人需持身份补充证明
facts,Arstotzkan citizens only,只允许阿什托兹卡人通过
facts,No entry from United Federation,世界联邦人不得通过
facts,No weapons or contraband,不准携带武器或者走私品
facts,All Kolechians must be searched,科洛奇亚人必须进行搜查
facts,Diplomats require authorization,外交官需要得到特别许可
facts,Entrant must have polio vaccine cert,过境人员需要脊髓灰质炎疫苗证明
facts,Asylum seekers must have a grant,寻求避难人员需要得到准许
facts,Foreigners require an access permit,外国人需持访问许可证
facts,CONFISCATE ARSTOTZKAN PASSPORTS BELONGING TO ALTAN RESIDENTS.,没收所有奥坦居民的阿什托兹卡护照.
facts,CONFISCATE ALL ARSTOTZKAN PASSPORTS. NO EXCEPTIONS.,没收所有阿什托兹卡护照.无一例外.
facts,Passport not confiscated,没有没收护照
paper:SecondPassport,West Grestin,西格莱斯丁
paper:Rules,Basic Rules,基本规则
paper:Rules,Regional Map,区域地图
paper:Rules,Booth Info,检查亭情况
paper:Rules,Documents,文件
paper:Rules,Confiscation,没收处
paper:Rules,Obristan,欧布里斯坦
paper:Rules,Antegria,安特格利亚
paper:Rules,Republia,雷帕布里亚
paper:Rules,United,世界
paper:Rules,Federation,联邦
paper:Rules,Impor,印玻
paper:Rules,Kolechia,科洛奇亚
paper:Rules,Arstotzka,阿什托兹卡
paper:Rules,ANTEGRIA,安特格利亚
paper:Rules,ARSTOTZKA,阿什托兹卡
paper:Rules,IMPOR,印玻
paper:Rules,KOLECHIA,科洛奇亚
paper:Rules,OBRISTAN,欧布里斯坦
paper:Rules,REPUBLIA,雷帕布里亚
paper:Rules,UNITED FED.,世界联邦
paper:Rules,Id Card (Native),身份证(本国)
paper:Rules,Entry Permit,入境许可
paper:Rules,Id Supplement,身份补充证明
paper:Rules,Access Permit,访问许可
paper:Rules,Work Pass,工作证
paper:Rules,Diplomatic Auth.,外交许可证.
paper:Rules,Grant of Asylum,避难许可.
paper:Rules,Vaccine Cert.,疫苗证明.
intro,Congratulations.,恭喜你.
intro,The October labor lottery is complete. Your name was pulled.,十月劳动抽签结束了.你的名字被抽中了.
intro,"For immediate placement, report to the Ministry of Admission at Grestin Border Checkpoint.",请立即向格莱斯丁边境检查站的入境管理部报道.
intro,An apartment will be provided for you and your family in East Grestin. Expect a Class-8 dwelling.,我们会为你和你的家人在东格莱斯丁安排一个住所.
intro,Glory to Arstotzka.,荣耀属于阿什托兹卡.
end:in-debt,Arstotzka has zero tolerance for delinquency.,阿什托兹卡对怠工的容忍为零.
end:in-debt,Your family will be sent back to their village.,你的家人会被遣返乡下.
end:in-debt,You are under arrest until your debts are repaid.,"你将被逮捕,直到你还清债务."
end:in-debt,A replacement inspector will be found easily.,接任的检查员很好找.
end:in-debt,Glory to Arstotzka.,荣耀属于阿什托兹卡.
end:family-dead,Your entire family is gone.,你的家人全部失踪了
end:family-dead,The Ministry Of Labor focuses on Arstotzka's future growth.,劳动部关注着阿什托兹卡未来的发展.
end:family-dead,Workers are expected to support large healthy families.,工人们要为健康的大家庭出力.
end:family-dead,Your position will be filled by someone more appropriate.,你的位置会被更合适的人取代.
end:family-dead,Glory to Arstotzka.,荣耀属于阿什托兹卡。
end:turned-over-ezic-docs,You are under arrest for associating with suspicious groups.,你因发现与不明阻止勾结而被捕.
end:turned-over-ezic-docs,The Ministry of Information will perform a full audit of your recent activities.,情报部门将会对你近期行为进行充分的审讯.
end:turned-over-ezic-docs,Glory to Arstotzka.,荣耀属于阿什托兹卡。
end:caught-with-ezic-money,The Ministry of Income has discovered an anomaly in your earnings.,税务部门发现你的收入有不正常的地方。
end:caught-with-ezic-money,You are under arrest pending a full audit of your recent activities.,因你最近的行为待全面审查，你将被捕.
end:caught-with-ezic-money,Your family will likewise be held for questioning.,你的家庭成员同样会被进行审讯.
end:caught-with-ezic-money,The border will remain open under a replacement inspector.,会有一名检查员接任，边境将持续开放.
end:caught-with-ezic-money,Glory to Arstotzka.,荣耀属于阿什托兹卡。
end:killed-innocent,You are under arrest for the murder of an innocent.,你因谋杀无辜市民而被逮捕.
end:killed-innocent,The penalty is death.,你将被处以死刑.
end:killed-innocent,Your family will be questioned about their involvement.,你的家庭成员将会被进行审讯，调查其是否参与同谋.
end:killed-innocent,The border will remain open under a replacement inspector.,会有一名检查员接任，边境将持续开放.
end:killed-innocent,Glory to Arstotzka.,荣耀属于阿什托兹卡。
end:tranqed-innocent,You are under arrest for attacking an innocent.,你因伤害无辜市民而被逮捕.
end:tranqed-innocent,The penalty is forced labor.,你将会被罚以劳役.
end:tranqed-innocent,Your family will be questioned about their involvement.,你的家庭成员将会被进行审讯，调查其是否参与同谋.
end:tranqed-innocent,The border will remain open under a replacement inspector.,会有一名检查员接任，边境将持续开放.
end:tranqed-innocent,Glory to Arstotzka.,荣耀属于阿什托兹卡。
end:killed-guard,You are under arrest for the murder of an Arstotzkan official.,你因谋杀阿什托兹卡官员而被逮捕.
end:killed-guard,The penalty is death.,你将被处以死刑.
end:killed-guard,Your family will be questioned about their involvement.,你的家庭成员将会被进行审讯，调查其是否参与同谋.
end:killed-guard,The border will remain open under a replacement inspector.,会有一名检查员接任，边境将持续开放.
end:killed-guard,Glory to Arstotzka.,荣耀属于阿什托兹卡。
end:tranqed-guard,You are under arrest for attacking an Arstotzkan official.,你因攻击阿什托兹卡官员而被逮捕.
end:tranqed-guard,The penalty is death.,你将被处以死刑.
end:tranqed-guard,Your family will be questioned about their involvement.,你的家庭成员将会被进行审讯，调查其是否参与同谋.
end:tranqed-guard,The border will remain open under a replacement inspector.,会有一名检查员接任，边境将持续开放.
end:tranqed-guard,Glory to Arstotzka.,荣耀属于阿什托兹卡。
end:killed-target,You are under arrest for the murder of an innocent.,你因谋杀无辜市民而被逮捕.
end:killed-target,The penalty is death.,你将被处以死刑.
end:killed-target,Your family will be questioned about their involvement.,你的家庭成员将会被进行审讯，调查其是否参与同谋.
end:killed-target,The border will remain open under a replacement inspector.,会有一名检查员接任，边境将持续开放.
end:killed-target,Glory to Arstotzka.,荣耀属于阿什托兹卡.
end:killed-target,[A note appears from under the cell door],[牢房门下面出现了一个字条]
end:killed-target,INSPECTOR - FAMILY IS SAFE - TARGET ELIMINATED BUT OTHER PROBLEMS ARISE,"检查员-家里人很安全-目标已经被清理,但是有新问题"
end:killed-target,REPLACEMENT INSPECTOR NOT COOPERATIVE - EZIC ACTIVITIES HINDERED,新任检查员拒绝合作-伊兹克行动受阻
end:killed-target,WE CANNOT PROVIDE FURTHER SUPPORT - EZIC TO HIBERNATE AGAIN,我们没法提供更多帮助-伊兹克暂时停止行动
end:killed-target,FAMILY WILL BE TAKEN TO OBRISTAN - GOOD LUCK,你的家人会被带到欧布里斯坦-祝你好运
end:tranqed-target,You are under arrest for attacking an innocent.,你因伤害无辜市民而被逮捕.
end:tranqed-target,The penalty is forced labor.,你将会被罚以劳役.
end:tranqed-target,Your family will be questioned about their involvement.,你的家庭成员将会被进行审讯，调查其是否参与同谋.
end:tranqed-target,The border will remain open under a replacement inspector.,会有一名检查员接任，边境将持续开放.
end:tranqed-target,Glory to Arstotzka.,荣耀属于阿什托兹卡.
end:tranqed-target,[A note appears from under the cell door],[牢房门下面出现了一个字条]
end:tranqed-target,INSPECTOR - FAMILY IS SAFE - TARGET HAS RECOVERED IN HOSPITAL,检查员-家里人很安全-目标在医院已经康复
end:tranqed-target,REPLACEMENT INSPECTOR NOT COOPERATIVE - EZIC ACTIVITIES HINDERED,新任检查员拒绝合作-伊兹克行动受阻
end:tranqed-target,WE CANNOT PROVIDE FURTHER SUPPORT - EZIC TO HIBERNATE AGAIN,我们没法提供更多帮助-伊兹克暂时停止行动
end:tranqed-target,FAMILY WILL BE TAKEN TO OBRISTAN - GOOD LUCK,你的家人会被带到欧布里斯坦-祝你好运
end:stuff-on-walls,You are under arrest for violating direct orders.,你因违反命令而被逮捕.
end:stuff-on-walls,The penalty is forced labor.,你将会被罚以劳役.
end:stuff-on-walls,Your family will be sent back to their village.,你的家人会被遣返回村庄.
end:stuff-on-walls,The border will remain open under a replacement inspector.,会有一名检查员接任，边境将持续开放.
end:stuff-on-walls,Glory to Arstotzka.,荣耀属于阿什托兹卡.
end:arrested-boss-buddy,Your supervisor has reported you for theft of Arstotzkan property.,你的上级指控你偷窃阿什托兹卡国家财产.
end:arrested-boss-buddy,The penalty is forced labor.,你将会被罚以劳役.
end:arrested-boss-buddy,Your family will be sent back to their village.,你的家人会被遣返回村庄.
end:arrested-boss-buddy,The border will remain open under a replacement inspector.,会有一名检查员接任，边境将持续开放.
end:arrested-boss-buddy,Glory to Arstotzka.,荣耀属于阿什托兹卡.
end:wall-destroyed,The Grestin Border wall has been destroyed.,格莱斯丁边境墙被摧毁了.
end:wall-destroyed,You are under arrest for failure to defend the checkpoint.,你因没能防守边境站而被捕.
end:wall-destroyed,Your family will be sent back to their village.,你的家人会被遣返回村庄.
end:wall-destroyed,The border will reopen under a replacement inspector.,会有一名检查员接任，边境将持续开放.
end:wall-destroyed,Glory to Arstotzka.,荣耀属于阿什托兹卡.
end:help-ezic-kill-attackers-wall-safe,Hello inspector.,检查员你好.
end:help-ezic-kill-attackers-wall-safe,We have audited your recent activities.,我们对你最近的行为进行了调查.
end:help-ezic-kill-attackers-wall-safe,Your involvement with a group calling themselves THE ORDER OF THE EZIC STAR has been uncovered.,我们发现你最近与一个自称伊兹克星光社的组织有密切来往.
end:help-ezic-kill-attackers-wall-safe,Several members of this group have been arrested in Arstotzka.,该组织的若干成员已经在阿什托兹卡境内被逮捕.
end:help-ezic-kill-attackers-wall-safe,At least one EZIC member has confessed to receiving your help.,至少有一名伊兹克成员承认得到你的帮助.
end:help-ezic-kill-attackers-wall-safe,This represents treason of the highest order.,这是最严重的叛国罪.
end:help-ezic-kill-attackers-wall-safe,Goodbye inspector.,"永别了,检查员."
end:help-ezic-kill-attackers-wall-safe,The execution is scheduled for tonight.,处刑将与今晚进行.
end:help-ezic-kill-attackers-wall-safe,Your family's safety is unknown.,你家人的安全无可奉告.
end:help-ezic-kill-attackers-wall-safe,EZIC has been crushed. The balance of justice is restored.,伊兹克已经被消灭.正义得到了伸张.
end:help-ezic-kill-attackers-wall-safe,Glory to Arstotzka.,荣耀属于阿什托兹卡.
end:help-ezic-kill-attackers-wall-safe,[A note appears from under the cell door],[牢房门下面出现了一个字条]
end:help-ezic-kill-attackers-wall-safe,INSPECTOR - YOU HAVE BETRAYED US AT THE LAST MOMENT,检查员-你在最后一刻背叛了我们
end:help-ezic-kill-attackers-wall-safe,THIS CHAPTER OF EZIC IS OVER - WE CAN OFFER NO HELP TO YOUR FAMILY,伊兹克的行动告一段落-我们只能为你的家人提供帮助
end:help-ezic-kill-attackers-wall-destroyed,The border has been pierced.,边境线被摧毁了.
end:help-ezic-kill-attackers-wall-destroyed,It is a glorious day for THE ORDER OF THE EZIC STAR but you have betrayed us at the last moment.,"对于伊兹克星光社,这是荣耀的一天.但是你在最后一刻背叛了我们."
end:help-ezic-kill-attackers-wall-destroyed,EZIC grows strong while the corrupt and greedy weaken.,"腐败与贪婪日渐萎靡之时,伊兹克壮大了起来."
end:help-ezic-kill-attackers-wall-destroyed,Your betrayal means you have chosen the wrong side.,你的背叛说明了你站错了边.
end:help-ezic-kill-attackers-wall-destroyed,There is no place for you or your family in this revolution.,这场革命中不再有你和你家人的立足之地.
end:help-ezic-kill-attackers-wall-destroyed,Goodbye inspector.,永别了 检查员.
end:help-ezic-kill-attackers-wall-destroyed,Glory to the New Arstotzka.,新荣耀属于阿什托兹卡.
end:help-few-ezic,Hello inspector.,检查员你好.
end:help-few-ezic,We have audited your recent activities.,我们对你最近的行为进行了调查.
end:help-few-ezic,Your involvement with a group calling themselves THE ORDER OF THE EZIC STAR has been uncovered.,我们发现你最近与一个自称伊兹克星光社的组织有密切来往.
end:help-few-ezic,Several members of this group have been arrested in Arstotzka.,该组织的若干成员已经在阿什托兹卡境内被逮捕.
end:help-few-ezic,At least one EZIC member has confessed to receiving your help.,至少有一名伊兹克成员承认得到你的帮助.
end:help-few-ezic,This represents treason of the highest order.,这是最严重的叛国罪.
end:help-few-ezic,Goodbye inspector.,"永别了,检查员."
end:help-few-ezic,The execution is scheduled for tonight.,处刑将于今晚进行.
end:help-few-ezic,Your family's safety is unknown.,你家人的安全无可奉告.
end:help-few-ezic,EZIC has been crushed. The balance of justice is restored.,伊兹克已经被消灭.正义得到了伸张.
end:help-few-ezic,Glory to Arstotzka.,荣耀属于阿什托兹卡.
end:escape,You board the late train to the Northern Territories. It is nearly empty.,你乘上了通往北部领土的最后一班火车.车上几乎空无一人.
end:escape,You pay for the hastily forged passport and re-entry ticket. They look terrible.,"你花钱搞到了匆忙伪造的护照和回境票据,他们看上去制作拙劣."
end:escape,You pay for the hastily forged passports and re-entry tickets. They look terrible.,"你花钱搞到了匆忙伪造的护照和回境票据,他们看上去制作拙劣."
end:escape,You reach the border crossing at dawn. The line is immense.,凌晨时分你到了边境上.队伍排着长长的.
end:escape,Six hours later.,六个小时之后.
end:escape,Your documents.,出示你的文件.
end:escape,Here.,给.
end:escape,You are entering alone?,你一个人么?
end:escape,Yes.,是的.
end:escape,I come to visit relatives.,我来探亲.
end:escape,"No, my family as well.","不是,还有我的家人."
end:escape,Hand over all documents now.,出示你所有的文件.
end:escape,We come to visit relatives.,我们是来探亲的.
end:escape,I do not care why you come. Wait here.,我不关心你为什么来.等着.
end:escape,*KACHUNK*,*咔嚓*
end:escape,Welcome to Obristan. Next!,欢迎来到欧布里斯坦.下一个!
end:help-ezic-hold-fire,Inspector! It is a glorious day!,检查员!这是光荣的一天!
end:help-ezic-hold-fire,The border has been pierced.,边境线被摧毁了.
end:help-ezic-hold-fire,EZIC grows strong while the corrupt and greedy weaken.,"腐败与贪婪日渐萎靡之时,伊兹克壮大了起来."
end:help-ezic-hold-fire,We are moving you and your family to a better home.,我们会给你和你的家人安置一个更好的住所.
end:help-ezic-hold-fire,Your services as an inspector are no longer required. We need agents.,我们不再需要你进行检查员的工作.我们需要特工.
end:help-ezic-hold-fire,Follow us and together we will complete the revolution!,"加入我们,一起完成革命吧!"
end:help-ezic-hold-fire,Glory to the New Arstotzka.,荣耀属于新阿什托兹卡.
end:ignore-ezic,Hello inspector.,检查员 你好.
end:ignore-ezic,We have audited your activities for the past 20 years.,我们对你过去20年的行为进行了调查.
end:ignore-ezic,There are some anomalies.,我们发现了一些异常情况.
end:ignore-ezic,But you have served Arstotzka well.,但是你为阿什托兹卡尽心尽力.
end:ignore-ezic,We will overlook these small transgressions.,我们会对这些小错误既往不咎.
end:ignore-ezic,You have been cleared of any suspicion.,你将不会受到任何怀疑.
end:ignore-ezic,Glory to Arstotzka.,荣耀属于阿什托兹卡.
end:ignore-ezic,A new agreement has been reached with Kolechia.,我们与科洛奇亚达成新的协定.
end:ignore-ezic,Grestin Border Checkpoint will reopen soon.,格莱斯丁边境检查站会马上重新开放.
end:ignore-ezic,Return to your post on January 1st.,1月1日重返你的岗位.
end:ignore-ezic,ENDLESS UNLOCK CODE: 62131,无尽模式解锁码: 62131
endless:timed,Timed,时限模式
endless:timed,Process as many travelers as possible in 10 minutes.,10分钟之内尽可能检查更多的过境人员.
endless:timed,"ENDLESS - TIMED

Process as many travelers as possible in 10 minutes. One point per traveler. Lose 30 seconds for each citation.","无尽模式-时限模式

10分钟之内尽可能检查更多的过境人员. 一名过境人员得一分,一次警告损失30秒钟时间."
endless:perfection,Perfection,无尽模式-生存模式
endless:perfection,Game over at first penalty. Earn dwindling points.,受到警告即游戏结束.得分随时间减少.
endless:perfection,"ENDLESS - PERFECTION

Earn points for processing travelers. No citations allowed. Ten points per traveler in the first minute, one less point for each minute that passes. Work quickly.","无尽模式-生存模式

检查过境人员获取分数.不允许得到警告.用一分钟检查完过境者获得10分,每过一分钟得分降低一.抓紧时间."
endless:endurance,Endurance,耐力
endless:endurance,Play until balance goes negative. Avoid penalties.,保持余额为正数来避免惩罚
